Ticker,Industry,Sub-Industry,Security Type,Within Range,PE Backed,VC Backed,Sh Out,Mkt Cap,EV,3m ADV ,3m ADV $ ,6m ADV ,6m ADV $,Beta,SI,SI Days,Net Leverage,Net Leverage %,Days until Earnings, EV/Sales 2019 , EV/Sales 2020 , EV/Sales 2021 , EV/Sales 2022 ,Revenue Growth 19-20 ,Revenue Growth 20-21 ,Revenue Growth 21-22 , EV/EBITDA 2019 , EV/EBITDA 2020 , EV/EBITDA 2021 , EV/EBITDA 2022 ,EBITDA Growth 19-20 ,EBITDA Growth 20-21 ,EBITDA Growth 21-22 ,EBITDA MARGIN % 2019,EBITDA MARGIN % 2020,EBITDA MARGIN % 2021,EBITDA MARGIN % 2022, P/E 2019 , P/E 2020 , P/E 2021 , P/E 2022 ,Deal Size,Market Cap At IPO,IPO to First Open,IPO to First Day,IPO to 1st Week,IPO to 1st Month,performance
GNLN,Consumer Discretionary,Distributors,Class A,Above,No,No, 10.10 , 103.39 , 69.06 , 0.16 , 0.39 ,0.2, 0.49 , 1.17 , 0.09 , 3.50 , 2.61 , (0.50), 9.00 , 0.37 , 0.51 , 0.40 , 0.38 , (0.27), 0.27 , 0.05 , (5.25), (6.04), 10.87 , 11.14 , (0.13), (1.56), (0.02), (0.07), (0.09), 0.04 , 0.03 , (1.36), (7.58), (106.80),  NA  , 109.70 , 159.02 , 0.71 , 0.24 , 0.12 , (0.09),0.14859667170370705
ZM,Information Technology,Application Software,Class A,Above,No,No, 292.80 ," 48,277.84 "," 47,495.11 ", 14.00 ," 2,397.66 ",8.42," 1,441.04 ", (0.33), 0.07 , 0.70 ,    , (0.02), 20.00 ,  NA  , 52.72 , 38.93 , 26.88 , NA , 0.35 , 0.45 ,  NA  , 382.89 , 526.08 , 178.75 , NA , (0.27), 1.94 , NA , 0.14 , 0.07 , 0.15 ,  NA  , 400.06 , 313.79 , 174.30 , 864.00 ,  -  , 0.81 , 0.72 , 0.81 , 1.50 ,-0.1410499688352289
HOOK,Health Care,Biotechnology,Common,Lower End,Yes,Yes, 25.40 , 242.60 , 140.57 , 0.07 , 0.65 ,0.09, 0.86 , 1.52 , 0.02 , 2.60 , 2.23 , (0.73), 1.00 , 11.77 , 8.95 , 14.57 , 10.44 , 0.32 , (0.39), 0.40 , (3.07), (2.76), (2.14), (1.74), 0.11 , 0.29 , 0.23 , (3.84), (3.24), (6.80), (6.01), (3.93), (4.70), (4.02), (4.10), 84.00 , 302.24 , 0.02 , -   , 0.01 , (0.17),-0.20943081828819354
PINS,Communication Services,Interactive Media & Services,Class A,Above,Yes,Yes, 576.30 ," 10,433.06 "," 8,893.11 ", 13.65 , 242.79 ,12.68, 225.60 , 1.36 , 0.06 , 2.10 , (92.18), (0.17), 79.00 , 7.75 , 7.08 , 5.16 , 4.16 , 0.09 , 0.37 , 0.24 , 530.03 , (78.11), 156.21 , 39.78 , (7.79), (1.50), 2.93 , 0.02 , (0.09), 0.03 , 0.11 ,  NA  , (70.88), 480.81 , 53.58 ," 1,638.80 ",  -  , 0.25 , 0.28 , 0.52 , 0.41 ,-0.15916080179774886
SY,Communication Services,Interactive Media & Services,ADR,Higher End,Yes,Yes, 82.90 ," 1,099.39 ", 716.11 , 0.42 , 4.32 ,0.49, 5.06 , 0.66 ,, 6.50 , (1.50), (0.54), 2.00 , 0.62 , 0.45 , 0.26 , 0.19 , 0.40 , 0.74 , 0.38 , 2.81 , 3.03 , 1.05 , 0.56 , (0.07), 1.88 , 0.89 , 0.22 , 0.15 , 0.24 , 0.33 , 3.10 , 3.99 , 1.52 , 0.92 , 206.30 , 206.31 , 0.20 , 0.32 , 0.37 , 0.20 ,-0.01610676527546262
TMDX,Health Care,Health Care Equipment,Common,Mid-point,No,Yes, 21.20 , 329.18 , 282.64 , 0.13 , 2.06 ,0.17, 2.58 , 0.90 , 0.08 , 14.60 , 1.72 , (0.16), 86.00 , 12.32 , 11.37 , 4.80 , 2.99 , 0.08 , 1.37 , 0.61 , (10.75), (9.62), (23.46), 26.33 , 0.12 , (0.59), (1.89), (1.15), (1.18), (0.20), 0.11 , (6.53), (9.61), (16.90), (68.49), 104.70 , 321.59 , 0.27 , 0.40 , 0.57 , 0.70 ,0.024767680299914833
BYND,Consumer Staples,Packaged Foods & Meats,Common,Higher End,No,Yes, 65.90 ," 8,861.26 "," 8,611.20 ", 7.79 ," 1,108.38 ",8.18," 1,163.93 ", 0.91 , 0.18 , 1.00 , (9.89), (0.03), 77.00 , 29.06 , 18.91 , 12.46 , 8.44 , 0.54 , 0.52 , 0.48 , 342.32 , 231.84 , 127.01 , 74.69 , 0.48 , 0.83 , 0.70 , 0.09 , 0.08 , 0.10 , 0.11 ," 21,691.04 "," 1,070.53 ", 257.00 , 146.93 , 276.70 ," 1,493.80 ", 0.84 , 1.63 , 1.73 , 3.17 ,-0.28292324561362114
YJ,Consumer Discretionary,Internet & Direct Marketing Re,ADR,Lower End,No,Yes," 2,145.40 ", 802.56 , 572.48 , 0.07 , 0.26 ,0.17, 0.63 , 0.36 ,, 3.50 , 0.45 , (0.40), 2.00 , 0.05 , 0.05 , 0.05 , 0.04 , (0.10), 0.15 , 0.13 , (1.11), (9.31), 5.28 , 4.26 , (0.88), (2.76), 0.24 , (0.04), (0.01), 0.01 , 0.01 , (4.15), 4.77 , 2.59 , 3.24 , 123.40 , 123.39 , 0.22 , 0.29 , 0.10 , -   ,0.08879905089629636
SCPL,Communication Services,Interactive Home Entertainment,Class A,Higher End,No,No, 23.70 ," 1,564.45 "," 1,460.95 ", 0.35 , 4.34 ,0.29, 3.59 , 0.48 , 0.01 , 0.50 , (0.85), (0.07), 79.00 , 3.09 , 2.77 , 2.60 , 2.47 , 0.12 , 0.06 , 0.05 , 11.76 , 9.44 , 8.75 , 8.18 , 0.25 , 0.08 , 0.07 , 0.26 , 0.29 , 0.30 , 0.30 , 8.66 , 12.35 , 9.31 , 12.64 , 363.50 ,  -  , 0.13 , (0.05), (0.06), (0.04),0.19280616512154847
RRBI,Financials,Regional Banks,Common,Mid-point,No,No, 7.40 , 259.95 , 131.26 , 0.01 , 0.50 ,0.02, 0.65 , 1.16 , 0.01 , 1.80 ,    ,, 77.00 ,  NA  ,  NA  ,  NA  ,  NA  , 0.01 , 0.01 , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 10.18 , 11.58 , 11.70 , 9.62 , 31.10 , 328.51 , 0.22 , 0.12 , 0.13 , 0.09 ,-0.005391551751968704
TRVI,Health Care,Pharmaceuticals,Common,Lower End,No,Yes, 11.70 , 49.58 , (7.38), 0.07 , 0.21 ,0.04, 0.12 , (0.52), 0.01 , 0.90 , 1.96 ,, 91.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , 0.25 , 0.19 , 0.12 , 0.10 , 0.34 , 0.52 , 0.26 , NA , NA , NA , NA , (1.90), (1.38), (1.47), (1.58), 55.00 , 177.72 , (0.05), (0.21), (0.11), (0.07),-0.19227291294597548
LCAHU,,,Units,Lower End,No,No, 9.40 , 395.31 , 393.72 , 0.02 , 0.24 ,0.02, 0.19 ,    , -   , 3.90 ,    , -   , 2.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 316.30 ,  -  , 0.01 , 0.00 , 0.00 , 0.00 ,-0.010986361008434751
PSN,Industrials,Aerospace & Defense,Common,Mid-point,No,No, 100.90 ," 3,953.30 "," 4,306.72 ", 0.28 , 11.05 ,0.27, 10.62 , 0.93 , 0.04 , 5.80 , 0.99 , 0.07 , 92.00 , 1.12 , 1.10 , 1.06 , 1.00 , 0.02 , 0.04 , 0.05 , 13.64 , 13.05 , 11.82 , 10.58 , 0.05 , 0.10 , 0.12 , 0.08 , 0.08 , 0.09 , 0.10 , 19.25 , 20.97 , 19.63 , 20.78 , 575.00 ," 2,684.75 ", 0.14 , 0.11 , 0.20 , 0.20 ,0.006293323982505815
CRTX,Health Care,Biotechnology,Common,Mid-point,No,Yes, 28.20 ," 1,382.32 "," 1,282.45 ", 0.13 , 5.97 ,0.17, 7.82 , 1.27 , 0.16 , 22.60 , 2.63 , (0.08), 90.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , (33.84), (18.38), (16.41), (15.27), 0.84 , 0.12 , 0.08 , NA , NA , NA , NA , (24.22), (20.37), (18.56), (20.17), 86.30 , 453.48 , 0.18 , 0.94 , 0.48 , 0.47 ,-0.019975782281676516
SPFI,Financials,Regional Banks,Common,Lower End,No,No, 18.50 , 207.64 , 254.58 , 0.02 , 0.26 ,0.04, 0.43 , 1.00 , 0.01 , 3.80 ,    ,, 72.00 ,  NA  ,  NA  ,  NA  ,  NA  ," 1,159.00 ", (0.04), NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 6.80 , 9.66 , 9.20 ,  NA  , 68.00 , 314.62 , 0.01 , 0.01 , 0.03 , (0.00),0.010430399125560095
HHR,Industrials,Human Resource & Employment Se,ADR,Higher End,No,No, 51.60 , 854.50 , 908.72 , 0.14 , 2.42 ,0.13, 2.20 , 0.72 ,, 7.50 , 0.01 , 0.06 , 20.00 , 0.12 , 0.12 , 0.09 , 0.07 , (0.02), 0.33 , 0.22 , 0.24 , 0.25 , 0.17 , 0.14 , (0.05), 0.43 , 0.27 , 0.49 , 0.48 , 0.51 , 0.53 , 0.37 , 0.42 , 0.26 , 0.19 , 253.10 , 675.00 , 0.09 , 0.17 , 0.16 , 0.21 ,-0.05627847974890954
AXLA,Health Care,Biotechnology,Common,Lower End,No,Yes, 23.20 , 128.93 , 61.77 , 0.08 , 0.44 ,0.08, 0.42 , 1.02 , 0.01 , 1.70 , 1.17 , (1.09), 91.00 ,  NA  , 0.62 ,  NA  ,  NA  , NA , NA , NA , (1.08), (0.80), (0.48), (0.32), 0.35 , 0.68 , 0.49 , NA , (0.77), NA , NA , (1.57), (2.58), (1.50), (1.30), 71.40 , 459.77 , (0.24), (0.31), (0.31), (0.29),-0.06114256708865806
NXTC,Health Care,Biotechnology,Common,Mid-point,Yes,No, 29.30 , 976.32 , 646.71 , 0.22 , 7.91 ,0.31, 11.14 , 0.85 , 0.11 , 6.20 , 8.96 , (0.50), 90.00 , 103.82 , 31.04 , 29.97 , 91.90 , 2.35 , 0.04 , (0.67), (17.91), (18.48), (10.25), (9.25), (0.03), 0.80 , 0.11 , (5.80), (1.68), (2.92), (9.93), (16.50), (21.98), (13.95), (11.35), 86.30 , 340.28 , 0.04 , 0.33 , 0.35 , 0.11 ,0.21511614534893544
MEC,Industrials,Industrial Machinery,Common,Below,No,No, 19.50 , 97.85 , 173.70 , 0.05 , 0.24 ,0.05, 0.24 , 1.30 , 0.01 , 1.30 , 1.85 , 0.43 , 85.00 , 0.34 , 0.47 , 0.42 , 0.33 , (0.28), 0.13 , 0.28 , 4.28 , 5.59 , 3.95 , 2.91 , (0.23), 0.41 , 0.36 , 0.08 , 0.08 , 0.11 , 0.11 , 18.55 , (18.84), 24.55 , 7.71 , 106.30 , 334.79 , -   , (0.03), (0.00), (0.16),0.20794596805191468
MIST,Health Care,Pharmaceuticals,Common,Mid-point,No,Yes, 24.50 , 77.85 , (41.45), 1.58 , 5.01 ,0.81, 2.58 , (0.33), 0.03 , 0.60 , 2.55 ,, 13.00 ,  NA  ,  NA  ,  NA  , (0.83), NA , NA , NA , 0.89 ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (0.91), (1.29), (1.18), (3.05), 94.90 , 359.59 , 0.04 , 0.03 , 0.27 , 0.33 ,-0.1743132487068192
JFIN,Financials,Consumer Finance,ADR,Lower End,No,No, 54.00 , 111.83 , 94.33 , 0.04 , 0.09 ,0.03, 0.06 , 1.60 ,, 5.30 ,    , (0.19), 2.00 , 0.04 , 0.06 ,  NA  ,  NA  , (0.25), NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 0.21 , 0.38 ,  NA  ,  NA  , 42.30 , 42.26 , 0.05 , 0.54 , 0.29 , 0.00 ,0.6571182536034379
UBER,Industrials,Trucking,Common,Above,Yes,No," 1,724.40 "," 56,241.88 "," 53,655.88 ", 39.58 ," 1,283.75 ",35.7," 1,157.83 ", 1.06 , 0.04 , 1.90 , 1.31 , (0.06), 86.00 , 4.31 , 4.63 , 3.09 , 2.42 , (0.07), 0.50 , 0.28 , (20.42), (22.19), (171.90), 47.08 , (0.08), (0.87), (4.65), (0.21), (0.21), (0.02), 0.05 , (8.92), (10.79), (28.68), (59.19)," 8,100.00 ",  -  ,,, - , - ,-0.11185509239458193
SONM,Information Technology,"Technology Hardware, Storage &",Common,Below,No,No, 20.20 , 17.00 , 15.89 , 0.45 , 0.37 ,0.29, 0.24 , 1.34 , 0.03 , 0.30 , 0.09 , (0.07), 1.00 , 0.14 , 0.19 , 0.17 ,  NA  , (0.28), 0.14 , NA , (1.29), (1.14), (1.85),  NA  , 0.13 , (0.39), NA , (0.11), (0.17), (0.09), NA , (0.61), (0.92), (1.40),  NA  , 45.20 , 220.17 , 0.06 , (0.00), 0.03 , 0.56 ,0.1054966445067964
APLT,Health Care,Biotechnology,Common,Below,Yes,No, 20.80 ," 1,065.49 "," 1,028.68 ", 0.19 , 9.18 ,0.2, 9.75 , 1.36 , 0.05 , 3.40 , 0.92 , (0.04), 91.00 ,  NA  ,  NA  , 316.73 , 32.15 , NA , NA , 8.85 , (22.83), (14.76), (7.49), (6.71), 0.55 , 0.97 , 0.12 , NA , NA , (42.28), (4.79), (13.66), (15.28), (11.46), (11.31), 40.00 , 170.52 , (0.20), (0.06), 0.01 , (0.15),-0.20005808677064585
PSTL,Real Estate,Office REITs,Class A,Below,No,No, 5.20 , 107.06 , 172.75 , 0.01 , 0.18 ,0.01, 0.17 , 0.17 , -   , 0.10 , 12.90 , 0.26 , 1.00 , 15.30 , 8.55 , 7.93 , 7.32 , 0.79 , 0.08 , 0.08 , 49.81 , 15.36 , 12.70 , 11.07 , 2.24 , 0.21 , 0.15 , 0.31 , 0.56 , 0.63 , 0.66 , (61.78), (58.11), 784.50 , (58.11), 76.50 ,  -  , -   , -   , (0.02), (0.11),0.045731697035749086
LK,Consumer Discretionary,Restaurants,ADR,Higher End,Yes,Yes," 1,922.60 "," 1,105.39 ", 911.08 , 13.47 , 59.14 ,14.57, 63.95 , 0.58 ,,  #N/A N/A  , 0.11 , (0.53), -   , 0.07 , 0.02 , 0.01 ,  NA  , 1.87 , 0.96 , NA , (0.21), 0.73 , 0.09 ,  NA  , (1.29), 7.53 , NA , (0.33), 0.03 , 0.15 , NA , (0.60), (2.48), 0.38 ,  NA  , 645.20 ,  -  , 0.47 , 0.20 , (0.10), 0.25 ,0.06642026654000333
AVTR,Health Care,Life Sciences Tools & Services,Common,Lower End,Yes,No, 581.30 ," 10,489.60 "," 18,340.80 ", 2.99 , 54.63 ,3.35, 61.05 , 1.18 , 0.03 , 4.10 , 4.97 , 0.32 , 85.00 , 2.68 , 2.68 , 2.53 , 2.41 , 0.00 , 0.06 , 0.05 , 15.71 , 15.68 , 14.06 , 12.89 , 0.00 , 0.12 , 0.09 , 0.17 , 0.17 , 0.18 , 0.19 , 31.46 , 27.39 , 21.44 , 18.01 ," 3,332.70 "," 8,349.46 ", 0.05 , 0.04 , 0.24 , 0.33 ,0.1624847509008751
FSLY,Information Technology,Internet Services & Infrastruc,Class A,Higher End,No,Yes, 95.40 ," 3,627.62 "," 3,526.14 ", 2.76 , 104.08 ,2.15, 81.15 , 1.11 , 0.04 , 1.20 , 5.81 , (0.03), 86.00 , 17.67 , 12.49 , 9.74 , 7.66 , 0.41 , 0.28 , 0.27 , (202.95), 502.75 , 217.43 , 101.79 , (1.40), 1.31 , 1.14 , (0.09), 0.03 , 0.05 , 0.08 , (50.03), (285.38), (588.59), (271.01), 207.00 ,  -  , 0.34 , 0.50 , 0.34 , 0.21 ,0.12343276887817113
IDYA,Health Care,Biotechnology,Common,Below,Yes,Yes, 20.30 , 154.79 , 62.60 , 0.04 , 0.34 ,0.05, 0.36 , 0.81 , 0.03 , 7.80 , 2.14 , (1.47), 91.00 ,  NA  ,  NA  ,  NA  , 7.37 , NA , NA , NA , (1.46), (1.10), (0.96),  NA  , 0.33 , 0.14 , NA , NA , NA , NA , NA , (2.26), (3.08), (3.23), (3.42), 57.50 , 202.29 , 0.40 , 0.12 , 0.15 , (0.04),0.5091742007502658
BCYC,Health Care,Biotechnology,ADR,Lower End,No,Yes, 18.00 , 282.93 , 192.71 , 0.03 , 0.47 ,0.03, 0.51 , 0.63 ,, 3.40 , 3.30 , (0.52), 86.00 , 12.68 , 17.74 , 13.22 , 10.63 , (0.29), 0.34 , 0.24 , (6.41), (6.52), (4.87), (3.66), (0.02), 0.34 , 0.33 , (1.98), (2.72), (2.71), (2.90), (5.64), (7.48), (6.18), (5.36), 64.90 , 64.93 , (0.05), (0.14), (0.15), (0.17),-0.23726230846956295
RTLR,Energy,Oil & Gas Storage & Transporta,Units,Mid-point,No,No, 43.70 ," 1,178.79 "," 1,592.77 ", 0.71 , 5.49 ,0.58, 4.49 , 1.09 , 0.05 , 4.40 , 1.56 , 0.26 , 85.00 , 3.61 , 3.90 , 3.94 , 3.90 , (0.08), (0.01), 0.01 , 6.10 , 5.66 , 5.35 , 4.94 , 0.08 , 0.06 , 0.08 , 0.59 , 0.69 , 0.74 , 0.79 , 12.16 , 7.78 , 7.57 , 7.86 , 764.80 ,  -  , 0.03 , 0.10 , 0.08 , 0.10 ,0.5973506644821109
PAACU,,,Units,Lower End,No,No, 14.50 , 150.46 , 149.38 , 0.00 , 0.03 ,0.01, 0.05 ,    ,,  #N/A N/A  ,    , (0.01), 93.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 115.00 , 125.80 , 0.01 , 0.00 , 0.01 , 0.01 ,0.005805319020405042
GSX,Consumer Discretionary,Education Services,ADR,Mid-point,No,No, 167.80 ," 9,416.95 "," 9,231.24 ", 4.05 , 159.78 ,3.21, 126.57 , 0.58 ,, 6.30 , (0.73), (0.02), 173.00 , 4.36 , 1.44 , 0.87 , 0.62 , 2.03 , 0.65 , 0.42 , 36.49 , 13.44 , 6.72 , 4.06 , 1.72 , 1.00 , 0.65 , 0.12 , 0.11 , 0.13 , 0.15 , 30.64 , 13.30 , 7.38 , 4.57 , 207.90 ,  -  , 0.15 , (0.00), (0.09), 0.01 ,-0.14534151790783612
RVLV,Consumer Discretionary,Internet & Direct Marketing Re,Class A,Higher End,No,No, 71.90 , 980.71 , 915.29 , 1.08 , 15.28 ,1.06, 14.97 , 1.28 , 0.44 , 8.40 , (1.18), (0.07), -   , 1.52 , 1.52 , 1.27 , 1.12 , 0.01 , 0.20 , 0.14 , 16.46 , 19.86 , 14.23 , 12.69 , (0.17), 0.40 , 0.12 , 0.09 , 0.08 , 0.09 , 0.09 , (203.82), 39.37 , 24.41 , 19.55 , 243.50 ,  -  , 0.40 , 0.89 , 1.33 , 1.14 ,0.7216690841028166
MWK,Consumer Discretionary,Household Appliances,Common,Below,No,No, 15.20 , 70.36 , 73.90 , 0.10 , 0.41 ,0.06, 0.24 , 0.47 , 0.02 , 1.40 , (0.12), 0.04 , 79.00 , 0.82 , 0.56 , 0.43 , 0.32 , 0.47 , 0.31 , 0.32 , (3.28), (12.86), 101.92 , 5.98 , (0.75), (1.13), 16.05 , (0.25), (0.04), 0.00 , 0.05 , (1.23), (4.83), (8.94), 7.92 , 36.00 , 175.41 , -   , -   , (0.35), (0.27),0.8115041837687955
CRWD,Information Technology,Systems Software,Class A,Above,Yes,Yes, 207.60 ," 16,807.58 "," 15,896.02 ", 5.09 , 401.58 ,5.02, 395.64 , 0.82 , 0.04 , 0.90 ,    , (0.06), 20.00 ,  NA  , 22.45 , 17.06 , 13.60 , NA , 0.32 , 0.25 ,  NA  ," 4,863.15 ", 180.20 , 81.73 , NA , 25.99 , 1.21 , NA , 0.01 , 0.10 , 0.17 ,  NA  , (574.00), 651.49 , 208.91 , 703.80 ,  -  , 0.87 , 0.71 , 1.27 , 1.16 ,0.19282160028657547
FVRR,Consumer Discretionary,Internet & Direct Marketing Re,Common,Above,No,Yes, 32.10 ," 1,747.95 "," 1,598.92 ", 0.59 , 32.06 ,0.41, 22.20 , 0.94 , 0.13 , 2.80 , 8.28 , (0.09), 184.00 , 14.93 , 10.86 , 8.44 , 6.92 , 0.38 , 0.29 , 0.22 , (88.87), (158.61), (922.63), 111.81 , (0.44), (0.83), (9.25), (0.17), (0.07), (0.01), 0.06 , (36.82), (188.08), (897.21), 180.63 , 127.10 , 667.48 , 0.24 , 0.90 , 0.34 , 0.12 ,0.06168519667744898
CHWY,Consumer Discretionary,Internet & Direct Marketing Re,Class A,Above,No,No, 401.30 ," 16,930.09 "," 16,933.94 ", 3.91 , 165.10 ,3.33, 140.40 , 0.67 , 0.21 , 2.90 ,    , -   , 67.00 ,  NA  , 2.71 , 2.37 , 2.05 , NA , 0.15 , 0.16 ,  NA  , (642.71), 264.04 , 84.28 , NA , (3.43), 2.13 , NA , (0.00), 0.01 , 0.02 ,  NA  , (282.95), 695.23 , 110.08 ," 1,023.00 ",  -  , 0.64 , 0.59 , 0.47 , 0.54 ,-0.10281209598276443
STOK,Health Care,Biotechnology,Common,Above,No,Yes, 33.30 , 825.97 , 603.72 , 0.21 , 5.21 ,0.18, 4.60 , 1.47 , 0.19 , 28.80 , 6.18 , (0.37), 2.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , (16.79), (10.76), (9.56), (7.82), 0.56 , 0.13 , 0.22 , NA , NA , NA , NA , (13.92), (15.60), (15.15), (13.69), 163.30 , 587.60 , 0.51 , 0.42 , 0.47 , 0.30 ,0.2559516419513788
PRVL,Health Care,Biotechnology,Common,Mid-point,Yes,No, 28.50 , 592.37 , 435.59 , 0.15 , 2.61 ,0.13, 2.32 , 1.10 , 0.07 , 15.60 , 2.31 , (0.36), 2.00 ,  NA  ,  NA  ,  NA  , 339.51 , NA , NA , NA , (6.42), (5.18), (4.06), (3.54), 0.24 , 0.27 , 0.15 , NA , NA , NA , (95.87), (7.80), (7.68), (7.59), (7.86), 125.00 , 577.95 , (0.10), (0.20), (0.12), (0.32),0.36580411536113
AKRO,Health Care,Biotechnology,Common,Higher End,No,Yes, 28.30 , 632.77 , 496.37 , 0.21 , 4.52 ,0.18, 4.03 , 1.39 , 0.11 , 7.00 , 3.01 , (0.27), 2.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , (10.95), (7.48), (7.00), (5.58), 0.46 , 0.07 , 0.25 , NA , NA , NA , NA , (7.61), (9.30), (8.31), (7.68), 105.80 , 446.52 , 0.01 , 0.15 , 0.16 , 0.30 ,0.2838772972787313
PSNL,Health Care,Life Sciences Tools & Services,Common,Above,No,Yes, 31.30 , 349.77 , 223.48 , 0.38 , 4.21 ,0.42, 4.60 , 0.89 , 0.09 , 6.00 , 6.74 , (0.55), 92.00 , 3.52 , 3.27 , 2.57 , 2.19 , 0.08 , 0.27 , 0.17 , (12.26), (6.89), (8.32), (9.24), 0.78 , (0.17), (0.10), (0.29), (0.47), (0.31), (0.24), (8.37), (8.93), (9.83), (11.67), 154.90 , 525.97 , 0.39 , 0.68 , 0.64 , 0.32 ,0.38914329982631424
GO,Consumer Staples,Food Retail,Common,Above,Yes,No, 94.90 ," 3,394.58 "," 4,620.47 ", 1.35 , 50.28 ,1.09, 40.52 , 0.50 , 0.06 , 1.80 , 7.22 , 0.27 , 92.00 , 1.80 , 1.51 , 1.40 , 1.28 , 0.19 , 0.08 , 0.10 , 27.10 , 23.01 , 21.09 , 19.21 , 0.18 , 0.09 , 0.10 , 0.07 , 0.07 , 0.07 , 0.07 , 47.28 , 37.85 , 37.51 , 33.41 , 434.80 ," 1,885.48 ", 0.41 , 0.30 , 0.49 , 0.71 ,-0.03913609526077122
BCEL,Health Care,Biotechnology,Class A,Mid-point,No,No, 15.80 , 473.85 , 301.33 , 0.21 , 3.61 ,0.2, 3.30 , 1.37 , 0.09 , 13.40 ,    , (0.57), 2.00 ,  NA  , 231.80 , 60.27 , 12.05 , NA , 2.85 , 4.00 ,  NA  , (3.39), (2.95), (2.49), NA , 0.15 , 0.19 , NA , (68.39), (20.40), (4.84), (3.96), (5.69), (5.72), (5.32), 125.00 ,  -  , 0.17 , 0.06 , 0.09 , (0.06),0.3943142733535385
CMBM,Information Technology,Communications Equipment,Common,Below,No,No, 25.70 , 133.79 , 185.52 , 0.03 , 0.18 ,0.04, 0.18 , 0.73 , 0.01 , 2.80 , 1.97 , 0.28 , 86.00 , 0.69 , 0.79 , 0.71 , 0.66 , (0.12), 0.12 , 0.07 , 7.08 , 10.06 , 7.15 , 5.60 , (0.30), 0.41 , 0.28 , 0.10 , 0.08 , 0.10 , 0.12 , 11.09 , 22.85 , 11.13 , 5.92 , 69.60 , 307.27 , (0.16), (0.19), (0.21), (0.17),0.15439179851034826
ADPT,Health Care,Life Sciences Tools & Services,Common,Above,Yes,No, 126.10 ," 4,541.31 "," 3,859.01 ", 1.08 , 38.46 ,1.09, 38.97 , 1.02 , 0.05 , 3.90 , 11.87 , (0.18), 92.00 , 45.36 , 39.78 , 22.25 , 16.80 , 0.14 , 0.79 , 0.32 , (67.14), (33.27), (34.66), (53.71), 1.02 , (0.04), (0.36), (0.68), (1.20), (0.64), (0.31), (35.44), (32.68), (32.99), (46.18), 345.00 ," 2,464.48 ", 0.95 , 1.02 , 0.96 , 0.98 ,0.10716205357927856
BBIO,Health Care,Biotechnology,Common,Above,Yes,No, 117.70 ," 3,878.92 "," 3,492.24 ", 1.01 , 32.42 ,0.71, 22.76 , 1.17 , 0.12 , 16.80 , 1.70 , (0.13), 7.00 , 130.38 , 141.27 , 38.20 , 29.54 , (0.08), 2.70 , 0.29 , (13.05), (9.84), (9.20), (9.02), 0.33 , 0.07 , 0.02 , (9.99), (14.36), (4.15), (3.27), (12.91), (11.71), (12.97), (11.74), 399.50 ," 2,099.50 ", 0.80 , 0.62 , 0.68 , 0.67 ,0.247407297126915
MORF,Health Care,Biotechnology,Common,Mid-point,No,Yes, 30.20 , 501.27 , 264.26 , 0.10 , 1.56 ,0.09, 1.48 , 1.27 , 0.03 , 13.30 ,    , (0.84), 91.00 , 16.63 , 8.78 , 9.49 , 7.57 , 0.89 , (0.08), 0.25 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (6.09), (8.14), (7.42), (7.38), 103.50 , 457.45 , 0.20 , 0.20 , 0.53 , 0.35 ,0.2113207657801421
CHNG,Health Care,Health Care Technology,Common,Below,Yes,No,  #N/A N/A  ," 3,213.12 "," 3,209.71 ", 9.25 , 98.55 ,5.48, 58.42 , 1.05 , 0.09 , 5.40 ,    , -   , 21.00 ,  NA  , 0.98 , 0.92 , 0.89 , NA , 0.07 , 0.03 ,  NA  , 3.30 , 3.01 , 2.89 , NA , 0.10 , 0.04 , NA , 0.30 , 0.30 , 0.31 ,  NA  , 7.64 , 6.60 , 5.98 , 640.70 ," 1,621.89 ", 0.08 , 0.15 , 0.15 , 0.11 ,0.5147479566574082
